id_tabela,nome_coluna,chave,cobertura_temporal,valor
condicoes_vida_2017,V6114,1,(1),Sim
condicoes_vida_2017,V6114,2,(1),Não
condicoes_vida_2017,V6115,,(1),Branco Não Aplicável
condicoes_vida_2017,V6115,1,(1),Sim
condicoes_vida_2017,V6115,2,(1),Não
condicoes_vida_2017,V6116,,(1),Branco Não Aplicável
condicoes_vida_2017,V6116,1,(1),Sim
condicoes_vida_2017,V6116,2,(1),Não
condicoes_vida_2017,V6117,,(1),Branco Não Aplicável
condicoes_vida_2017,V6117,1,(1),Sim
condicoes_vida_2017,V6117,2,(1),Não
condicoes_vida_2017,V6118,,(1),Branco Não Aplicável
condicoes_vida_2017,V6118,1,(1),Sim
condicoes_vida_2017,V6118,2,(1),Não
condicoes_vida_2017,V6119,,(1),Branco Não Aplicável
condicoes_vida_2017,V6119,1,(1),Sim
condicoes_vida_2017,V6119,2,(1),Não
condicoes_vida_2017,V6120,,(1),Branco Não Aplicável
condicoes_vida_2017,V6120,1,(1),Sim
condicoes_vida_2017,V6120,2,(1),Não
condicoes_vida_2017,V6121,,(1),Branco Não Aplicável
condicoes_vida_2017,V6121,1,(1),Sim
condicoes_vida_2017,V6121,2,(1),Não
domicilio_2017,V6199,1,(1),Segurança
domicilio_2017,V6199,2,(1),Insegurança leve
domicilio_2017,V6199,3,(1),Insegurança moderada
domicilio_2017,V6199,4,(1),Insegurança grave
caracteristicas_dieta_2017,V7101,1,(1),Açúcar
caracteristicas_dieta_2017,V7101,2,(1),Adoçante
caracteristicas_dieta_2017,V7101,3,(1),Açúcar e adoçante
caracteristicas_dieta_2017,V7101,4,(1),Não utiliza
caracteristicas_dieta_2017,V7102,1,(1),Sim
caracteristicas_dieta_2017,V7102,2,(1),Não
caracteristicas_dieta_2017,V7104,1,(1),Sim
caracteristicas_dieta_2017,V7104,2,(1),Não
despesa_coletiva_2017,V9002,1,(1),Monetária à vista para a Unidade de Consumo
despesa_individual_2017,V9002,1,(1),Monetária à vista para a Unidade de Consumo
inventario_2017,V9002,1,(1),Monetária à vista para a Unidade de Consumo
despesa_individual_2017,V9002,2,(1),Monetária à vista para outra Unidade de Consumo
inventario_2017,V9002,2,(1),Monetária à vista para outra Unidade de Consumo
despesa_coletiva_2017,V9002,2,(1),Monetária à vista para outra Unidade de Consumo
despesa_coletiva_2017,V9002,3,(1),Monetária a prazo para a Unidade de Consumo
inventario_2017,V9002,3,(1),Monetária a prazo para a Unidade de Consumo
despesa_individual_2017,V9002,3,(1),Monetária a prazo para a Unidade de Consumo
despesa_coletiva_2017,V9002,4,(1),Monetária a prazo para outra Unidade de Consumo
inventario_2017,V9002,4,(1),Monetária a prazo para outra Unidade de Consumo
despesa_individual_2017,V9002,4,(1),Monetária a prazo para outra Unidade de Consumo
despesa_coletiva_2017,V9002,5,(1),Cartão de crédito à vista para a Unidade de Consumo
despesa_individual_2017,V9002,5,(1),Cartão de crédito à vista para a Unidade de Consumo
inventario_2017,V9002,5,(1),Cartão de crédito à vista para a Unidade de Consumo
despesa_individual_2017,V9002,6,(1),Cartão de crédito à vista para outra Unidade de Consumo
despesa_coletiva_2017,V9002,6,(1),Cartão de crédito à vista para outra Unidade de Consumo
inventario_2017,V9002,6,(1),Cartão de crédito à vista para outra Unidade de Consumo
inventario_2017,V9002,7,(1),Doação
despesa_individual_2017,V9002,7,(1),Doação
despesa_coletiva_2017,V9002,7,(1),Doação
servico_nao_monetario_pof2_2017,V9002,7,(1),Doação
servico_nao_monetario_pof4_2017,V9002,7,(1),Doação
servico_nao_monetario_pof2_2017,V9002,8,(1),Retirada do Negócio
despesa_individual_2017,V9002,8,(1),Retirada do Negócio
inventario_2017,V9002,8,(1),Retirada do Negócio
servico_nao_monetario_pof4_2017,V9002,8,(1),Retirada do Negócio
despesa_coletiva_2017,V9002,8,(1),Retirada do Negócio
inventario_2017,V9002,9,(1),Troca
despesa_coletiva_2017,V9002,9,(1),Troca
servico_nao_monetario_pof4_2017,V9002,9,(1),Troca
despesa_individual_2017,V9002,9,(1),Troca
servico_nao_monetario_pof2_2017,V9002,9,(1),Troca
inventario_2017,V9002,10,(1),Produção Própria
despesa_individual_2017,V9002,10,(1),Produção Própria
servico_nao_monetario_pof4_2017,V9002,10,(1),Produção Própria
servico_nao_monetario_pof2_2017,V9002,10,(1),Produção Própria
despesa_coletiva_2017,V9002,10,(1),Produção Própria
inventario_2017,V9002,11,(1),Outra
servico_nao_monetario_pof4_2017,V9002,11,(1),Outra
servico_nao_monetario_pof2_2017,V9002,11,(1),Outra
despesa_individual_2017,V9002,11,(1),Outra
despesa_coletiva_2017,V9002,11,(1),Outra
aluguel_estimado_2017,V9002,11,(1),Outra
servico_nao_monetario_pof2_2017,V9004,101,(1),SUPERMERCADO
despesa_coletiva_2017,V9004,101,(1),SUPERMERCADO
servico_nao_monetario_pof4_2017,V9004,101,(1),SUPERMERCADO
despesa_individual_2017,V9004,101,(1),SUPERMERCADO
caderneta_coletiva_2017,V9004,101,(1),SUPERMERCADO
despesa_individual_2017,V9004,102,(1),MINI-BOX
servico_nao_monetario_pof2_2017,V9004,102,(1),MINI-BOX
caderneta_coletiva_2017,V9004,102,(1),MINI-BOX
servico_nao_monetario_pof4_2017,V9004,102,(1),MINI-BOX
despesa_coletiva_2017,V9004,102,(1),MINI-BOX
caderneta_coletiva_2017,V9004,201,(1),HIPERMERCADO
servico_nao_monetario_pof2_2017,V9004,201,(1),HIPERMERCADO
servico_nao_monetario_pof4_2017,V9004,201,(1),HIPERMERCADO
despesa_individual_2017,V9004,201,(1),HIPERMERCADO
despesa_coletiva_2017,V9004,201,(1),HIPERMERCADO
servico_nao_monetario_pof2_2017,V9004,301,(1),PADARIA
despesa_coletiva_2017,V9004,301,(1),PADARIA
caderneta_coletiva_2017,V9004,301,(1),PADARIA
servico_nao_monetario_pof4_2017,V9004,301,(1),PADARIA
despesa_individual_2017,V9004,301,(1),PADARIA
servico_nao_monetario_pof4_2017,V9004,302,(1),DEPOSITO DE PAES
despesa_coletiva_2017,V9004,302,(1),DEPOSITO DE PAES
caderneta_coletiva_2017,V9004,302,(1),DEPOSITO DE PAES
despesa_individual_2017,V9004,302,(1),DEPOSITO DE PAES
servico_nao_monetario_pof2_2017,V9004,302,(1),DEPOSITO DE PAES
despesa_coletiva_2017,V9004,303,(1),POSTO DE PAO
despesa_individual_2017,V9004,303,(1),POSTO DE PAO
servico_nao_monetario_pof2_2017,V9004,303,(1),POSTO DE PAO
servico_nao_monetario_pof4_2017,V9004,303,(1),POSTO DE PAO
caderneta_coletiva_2017,V9004,303,(1),POSTO DE PAO
despesa_coletiva_2017,V9004,304,(1),PANIFICIO
despesa_individual_2017,V9004,304,(1),PANIFICIO
servico_nao_monetario_pof2_2017,V9004,304,(1),PANIFICIO
servico_nao_monetario_pof4_2017,V9004,304,(1),PANIFICIO
caderneta_coletiva_2017,V9004,304,(1),PANIFICIO
servico_nao_monetario_pof2_2017,V9004,305,(1),PANIFICADORA
despesa_individual_2017,V9004,305,(1),PANIFICADORA
despesa_coletiva_2017,V9004,305,(1),PANIFICADORA
caderneta_coletiva_2017,V9004,305,(1),PANIFICADORA
servico_nao_monetario_pof4_2017,V9004,305,(1),PANIFICADORA
caderneta_coletiva_2017,V9004,401,(1),"CONFEITARIA, DOCERIA"
servico_nao_monetario_pof4_2017,V9004,401,(1),"CONFEITARIA, DOCERIA"
servico_nao_monetario_pof2_2017,V9004,401,(1),"CONFEITARIA, DOCERIA"
despesa_individual_2017,V9004,401,(1),"CONFEITARIA, DOCERIA"
despesa_coletiva_2017,V9004,401,(1),"CONFEITARIA, DOCERIA"
despesa_coletiva_2017,V9004,402,(1),DOCERIA
despesa_individual_2017,V9004,402,(1),DOCERIA
servico_nao_monetario_pof2_2017,V9004,402,(1),DOCERIA
caderneta_coletiva_2017,V9004,402,(1),DOCERIA
servico_nao_monetario_pof4_2017,V9004,402,(1),DOCERIA
caderneta_coletiva_2017,V9004,403,(1),BOMBONIERE
servico_nao_monetario_pof4_2017,V9004,403,(1),BOMBONIERE
despesa_coletiva_2017,V9004,403,(1),BOMBONIERE
despesa_individual_2017,V9004,403,(1),BOMBONIERE
servico_nao_monetario_pof2_2017,V9004,403,(1),BOMBONIERE
despesa_coletiva_2017,V9004,404,(1),DELICATESSE
servico_nao_monetario_pof2_2017,V9004,404,(1),DELICATESSE
despesa_individual_2017,V9004,404,(1),DELICATESSE
caderneta_coletiva_2017,V9004,404,(1),DELICATESSE
servico_nao_monetario_pof4_2017,V9004,404,(1),DELICATESSE
servico_nao_monetario_pof4_2017,V9004,405,(1),"LOJA DE BALAS, DOCES E BOMBONS"
despesa_individual_2017,V9004,405,(1),"LOJA DE BALAS, DOCES E BOMBONS"
servico_nao_monetario_pof2_2017,V9004,405,(1),"LOJA DE BALAS, DOCES E BOMBONS"
caderneta_coletiva_2017,V9004,405,(1),"LOJA DE BALAS, DOCES E BOMBONS"
despesa_coletiva_2017,V9004,405,(1),"LOJA DE BALAS, DOCES E BOMBONS"
servico_nao_monetario_pof2_2017,V9004,406,(1),BISCOITERIA
servico_nao_monetario_pof4_2017,V9004,406,(1),BISCOITERIA
despesa_individual_2017,V9004,406,(1),BISCOITERIA
caderneta_coletiva_2017,V9004,406,(1),BISCOITERIA
despesa_coletiva_2017,V9004,406,(1),BISCOITERIA
servico_nao_monetario_pof4_2017,V9004,407,(1),LOJA DE BALAS
despesa_coletiva_2017,V9004,407,(1),LOJA DE BALAS
despesa_individual_2017,V9004,407,(1),LOJA DE BALAS
caderneta_coletiva_2017,V9004,407,(1),LOJA DE BALAS
servico_nao_monetario_pof2_2017,V9004,407,(1),LOJA DE BALAS
despesa_individual_2017,V9004,408,(1),LOJA DO CONFEITO
caderneta_coletiva_2017,V9004,408,(1),LOJA DO CONFEITO
servico_nao_monetario_pof2_2017,V9004,408,(1),LOJA DO CONFEITO
despesa_coletiva_2017,V9004,408,(1),LOJA DO CONFEITO
servico_nao_monetario_pof4_2017,V9004,408,(1),LOJA DO CONFEITO
caderneta_coletiva_2017,V9004,409,(1),CONFEITARIA
despesa_individual_2017,V9004,409,(1),CONFEITARIA
despesa_coletiva_2017,V9004,409,(1),CONFEITARIA
servico_nao_monetario_pof4_2017,V9004,409,(1),CONFEITARIA
servico_nao_monetario_pof2_2017,V9004,409,(1),CONFEITARIA
caderneta_coletiva_2017,V9004,410,(1),FABRICA DE BOMBOM ARTESANAL
servico_nao_monetario_pof4_2017,V9004,410,(1),FABRICA DE BOMBOM ARTESANAL
despesa_coletiva_2017,V9004,410,(1),FABRICA DE BOMBOM ARTESANAL
despesa_individual_2017,V9004,410,(1),FABRICA DE BOMBOM ARTESANAL
servico_nao_monetario_pof2_2017,V9004,410,(1),FABRICA DE BOMBOM ARTESANAL
servico_nao_monetario_pof4_2017,V9004,411,(1),CASA DE BOLO
despesa_coletiva_2017,V9004,411,(1),CASA DE BOLO
despesa_individual_2017,V9004,411,(1),CASA DE BOLO
servico_nao_monetario_pof2_2017,V9004,411,(1),CASA DE BOLO
caderneta_coletiva_2017,V9004,411,(1),CASA DE BOLO
despesa_coletiva_2017,V9004,412,(1),CASA DE DOCES
despesa_individual_2017,V9004,412,(1),CASA DE DOCES
servico_nao_monetario_pof4_2017,V9004,412,(1),CASA DE DOCES
servico_nao_monetario_pof2_2017,V9004,412,(1),CASA DE DOCES
caderneta_coletiva_2017,V9004,412,(1),CASA DE DOCES
servico_nao_monetario_pof2_2017,V9004,413,(1),LOJA DE BOLO
despesa_coletiva_2017,V9004,413,(1),LOJA DE BOLO
despesa_individual_2017,V9004,413,(1),LOJA DE BOLO
servico_nao_monetario_pof4_2017,V9004,413,(1),LOJA DE BOLO
caderneta_coletiva_2017,V9004,413,(1),LOJA DE BOLO
despesa_individual_2017,V9004,414,(1),LOJA DE BISCOITOS
caderneta_coletiva_2017,V9004,414,(1),LOJA DE BISCOITOS
despesa_coletiva_2017,V9004,414,(1),LOJA DE BISCOITOS
servico_nao_monetario_pof2_2017,V9004,414,(1),LOJA DE BISCOITOS
servico_nao_monetario_pof4_2017,V9004,414,(1),LOJA DE BISCOITOS
despesa_coletiva_2017,V9004,501,(1),ARMAZEM
servico_nao_monetario_pof4_2017,V9004,501,(1),ARMAZEM
despesa_individual_2017,V9004,501,(1),ARMAZEM
servico_nao_monetario_pof2_2017,V9004,501,(1),ARMAZEM
caderneta_coletiva_2017,V9004,501,(1),ARMAZEM
despesa_coletiva_2017,V9004,502,(1),BODEGA (ARMAZEM)
caderneta_coletiva_2017,V9004,502,(1),BODEGA (ARMAZEM)
servico_nao_monetario_pof4_2017,V9004,502,(1),BODEGA (ARMAZEM)
servico_nao_monetario_pof2_2017,V9004,502,(1),BODEGA (ARMAZEM)
despesa_individual_2017,V9004,502,(1),BODEGA (ARMAZEM)
servico_nao_monetario_pof2_2017,V9004,503,(1),CEREALISTA
despesa_individual_2017,V9004,503,(1),CEREALISTA
servico_nao_monetario_pof4_2017,V9004,503,(1),CEREALISTA
